time_ms,roll_deg,u_deg,motor_pos
56266,-166.16,-0.9,0.44
56298,-165.54,-0.9,0.44
56330,-165.75,-0.9,0.44
56361,-166.31,-0.9,0.44
56393,-166.34,-0.9,0.44
56425,-165.7,-0.9,0.44
56456,-165.79,-0.9,0.44
56487,-166.21,-0.9,0.44
56518,-166.25,-0.9,0.44
56550,-165.88,-0.9,0.44
56582,-165.73,-0.9,0.44
56613,-166.01,-0.9,0.44
56645,-166.15,-0.9,0.44
56676,-165.87,-0.9,0.44
56707,-165.8,-0.9,0.44
56738,-165.96,-0.9,0.44
56770,-166.04,-0.9,0.44
56803,-165.91,-0.9,0.44
56835,-165.8,-0.9,0.44
56866,-165.98,-0.9,0.44
56897,-166,-0.9,0.44
56928,-165.84,-0.9,0.44
56959,-165.82,-0.9,0.44
56991,-165.95,-0.9,0.44
57023,-165.97,-0.9,0.44
57055,-165.84,-0.9,0.44
57086,-165.84,-0.9,0.44
57117,-165.91,-0.9,0.44
57148,-165.9,0.95,0.44
57180,-165.97,0.95,0.44
57211,-170.1,0.95,0.47
57243,-172.53,0.95,0.48
57274,-170.76,0.95,0.48
57307,-168.05,0.95,0.47
57338,-168.6,0.95,0.47
57369,-171.21,0.95,0.48
57400,-171.27,0.95,0.48
57439,-168.51,0.95,0.47
57471,-168.7,0.95,0.47
57503,-170.14,0.95,0.47
57535,-170.77,0.95,0.48
57567,-169.98,0.95,0.47
57598,-168.81,0.95,0.47
57629,-169.59,0.95,0.47
57660,-170.47,0.95,0.48
57691,-170.17,0.95,0.48
57722,-169.38,0.95,0.47
57755,-169.22,0.95,0.47
57787,-169.77,0.95,0.47
57818,-170.22,0.95,0.48
57850,-169.8,0.95,0.47
57881,-169.35,-0.95,0.47
57912,-169.52,-0.95,0.47
57944,-166.05,-0.95,0.44
57975,-163.32,-0.95,0.44
58008,-164.78,-0.95,0.44
58039,-167.95,-0.95,0.44
58070,-167.05,-0.95,0.44
58101,-164.53,-0.95,0.44
58132,-164.51,-0.95,0.44
58164,-166.82,-0.95,0.44
58196,-167.33,-0.95,0.44
58227,-165.74,-0.95,0.44
58259,-164.92,-0.95,0.44
58290,-166.12,-0.95,0.44
58321,-166.92,-0.95,0.44
58353,-166.24,-0.95,0.44
58385,-165.24,-0.95,0.44
58416,-165.6,-0.95,0.44
58448,-166.5,-0.95,0.44
58480,-166.5,-0.95,0.44
58511,-165.64,-0.95,0.44
58542,-165.6,-0.95,0.44
58573,-166.18,-0.95,0.44
58604,-166.41,-0.95,0.44
58635,-165.98,-0.95,0.44
58666,-165.61,-0.95,0.44
58699,-165.9,-0.95,0.44
58730,-166.23,-0.95,0.44
58761,-165.99,-0.95,0.44
58792,-165.69,-0.95,0.44
58824,-165.82,-0.95,0.44
58855,-166.08,-0.95,0.44
58886,-166.03,-0.95,0.44
58917,-165.78,-0.95,0.44
58949,-165.77,-0.95,0.44
58980,-165.98,-0.95,0.44
59012,-165.96,-0.95,0.44
59043,-165.78,-0.95,0.44
59074,-165.8,-0.95,0.44
59105,-165.95,-0.95,0.44
59138,-165.94,-0.95,0.44
59169,-165.83,-0.95,0.44
59202,-165.84,-0.95,0.44
59233,-165.96,-0.95,0.44
59264,-165.88,-0.95,0.44
59295,-165.8,-0.95,0.44
59326,-165.88,-0.95,0.44
59358,-165.94,-0.95,0.44
59391,-165.87,-0.95,0.44
59423,-165.83,-0.95,0.44
59454,-165.89,-0.95,0.44
59485,-165.9,-0.95,0.44
59516,-165.86,-0.95,0.44
59548,-165.85,-0.95,0.44
59579,-165.91,-0.95,0.44
59611,-165.92,-0.95,0.44
59643,-165.86,-0.95,0.44
59674,-165.88,1,0.44
59705,-166.45,1,0.44
59736,-171.19,1,0.48
59768,-172.73,1,0.48
59800,-170.37,1,0.48
59844,-167.68,1,0.47
59875,-170.31,1,0.47
59906,-171.97,1,0.48
59937,-170.27,1,0.48
59968,-168.49,1,0.47
60001,-169.2,1,0.47
60032,-170.65,1,0.48
60064,-170.91,1,0.48
60095,-169.46,1,0.48
60127,-169.06,1,0.47
60158,-170.07,1,0.47
60189,-170.74,1,0.48
60221,-170.18,1,0.48
60253,-169.46,1,0.47
60285,-169.54,1,0.47
60316,-170.32,1,0.48
60347,-170.39,1,0.48
60378,-169.85,1,0.48
60409,-169.54,1,0.47
60442,-169.91,1,0.47
60473,-170.26,1,0.48
60505,-170.2,1,0.48
60536,-169.87,1,0.47
60567,-169.71,1,0.47
60598,-169.95,1,0.47
60630,-170.06,1,0.48
60661,-169.95,1,0.48
60693,-169.78,1,0.47
60724,-169.8,1,0.47
60756,-169.93,1,0.47
60787,-169.91,1,0.47
60819,-169.8,1,0.47
60850,-169.78,1,0.47
60881,-169.87,1,0.47
60913,-169.89,-1,0.47
60945,-169.81,-1,0.47
60977,-165.95,-1,0.44
61008,-162.9,-1,0.43
61039,-165.58,-1,0.44
61070,-168.13,-1,0.44
61102,-167.08,-1,0.44
61133,-164.27,-1,0.44
61165,-164.15,-1,0.44
61197,-166.71,-1,0.44
61228,-166.99,-1,0.44
61260,-165.14,-1,0.44
61291,-164.73,-1,0.44
61322,-165.89,-1,0.44
61354,-166.93,-1,0.44
61385,-166.29,-1,0.44
61418,-165.11,-1,0.44
61449,-165.65,-1,0.44
61480,-166.55,-1,0.44
61511,-166.35,-1,0.44
61543,-165.59,-1,0.44
61574,-165.33,-1,0.44
61606,-165.93,-1,0.44
61638,-166.39,-1,0.44
61670,-166.07,-1,0.44
61701,-165.44,-1,0.44
61732,-165.76,-1,0.44
61763,-166.18,-1,0.44
61794,-166.06,-1,0.44
61825,-165.66,-1,0.44
61858,-165.55,-1,0.44
61889,-165.89,-1,0.44
61920,-166.08,-1,0.44
61951,-165.75,-1,0.44
61983,-165.58,-1,0.44
62014,-165.8,-1,0.44
62045,-165.99,-1,0.44
62076,-165.87,-1,0.44
62108,-165.68,-1,0.44
62139,-165.7,-1,0.44
62171,-165.86,-1,0.44
62202,-165.82,-1,0.44
62233,-165.7,-1,0.44
62264,-165.73,1.05,0.44
62297,-165.87,1.05,0.44
62328,-169.85,1.05,0.48
62360,-172.99,1.05,0.48
62392,-171.49,1.05,0.48
62423,-167.99,1.05,0.47
62454,-168.66,1.05,0.47
62485,-171.4,1.05,0.48
62517,-171.84,1.05,0.48
62550,-169.56,1.05,0.47
62582,-168.62,1.05,0.47
62613,-170.45,1.05,0.48
62644,-171.2,1.05,0.48
62675,-170.4,1.05,0.48
62707,-169.27,1.05,0.47
62739,-169.53,1.05,0.47
62772,-170.65,1.05,0.48
62803,-170.54,1.05,0.48
62834,-169.74,1.05,0.48
62865,-169.64,1.05,0.47
62897,-170.19,1.05,0.48
62928,-170.6,1.05,0.48
62960,-170.33,1.05,0.48
62991,-169.88,1.05,0.47
63023,-169.94,1.05,0.48
63054,-170.42,1.05,0.48
63085,-170.3,1.05,0.48
63116,-169.98,1.05,0.48
63148,-169.86,1.05,0.48
63179,-170.1,1.05,0.48
63211,-170.24,1.05,0.48
