time_ms,roll_deg,u_deg,motor_pos
29579,-165.71,0.45,0.47
29612,-166.16,0.45,0.47
29643,-165.61,0.45,0.47
29675,-164.94,0.45,0.46
29706,-165.38,0.45,0.46
29738,-165.97,0.45,0.47
29769,-165.68,0.45,0.47
29800,-165.18,0.45,0.47
29843,-165.29,0.45,0.46
29875,-165.64,0.45,0.47
29907,-165.72,0.45,0.47
29938,-165.43,0.45,0.47
29969,-165.27,0.45,0.47
30000,-165.4,0.45,0.47
30034,-165.55,0.45,0.47
30067,-165.55,0.45,0.47
30098,-165.44,0.45,0.47
30129,-165.39,0.45,0.47
30160,-165.45,0.45,0.47
30191,-165.51,0.45,0.47
30224,-165.5,0.45,0.47
30256,-165.47,0.45,0.47
30288,-165.45,-0.45,0.47
30319,-165.33,-0.45,0.47
30350,-162.93,-0.45,0.45
30381,-161.57,-0.45,0.45
30413,-162.71,-0.45,0.45
30445,-164.24,-0.45,0.45
30477,-164.24,-0.45,0.45
30508,-162.29,-0.45,0.45
30539,-162.41,-0.45,0.45
30571,-163.75,-0.45,0.45
30602,-164.04,-0.45,0.45
30633,-163.2,-0.45,0.45
30665,-162.5,-0.45,0.45
30696,-162.87,-0.45,0.45
30729,-163.62,-0.45,0.45
30760,-163.45,-0.45,0.45
30791,-162.78,-0.45,0.45
30822,-162.87,-0.45,0.45
30854,-163.38,-0.45,0.45
30885,-163.45,-0.45,0.45
30917,-163.07,-0.45,0.45
30949,-162.84,-0.45,0.45
30980,-163.24,-0.45,0.45
31011,-163.38,-0.45,0.45
31043,-163.07,-0.45,0.45
31074,-162.91,-0.45,0.45
31106,-163.14,-0.45,0.45
31137,-163.31,-0.45,0.45
31170,-163.17,-0.45,0.45
31201,-162.99,-0.45,0.45
31232,-163.13,-0.45,0.45
31263,-163.25,-0.45,0.45
31294,-163.15,-0.45,0.45
31326,-163.04,-0.45,0.45
31359,-163.13,-0.45,0.45
31391,-163.21,-0.45,0.45
31422,-163.13,-0.45,0.45
31453,-163.11,-0.45,0.45
31484,-163.17,-0.45,0.45
31515,-163.17,-0.45,0.45
31548,-163.14,-0.45,0.45
31580,-163.15,-0.45,0.45
31612,-163.16,-0.45,0.45
31643,-163.14,-0.45,0.45
31674,-163.14,-0.45,0.45
31705,-163.17,-0.45,0.45
31736,-163.19,-0.45,0.45
31768,-163.15,-0.45,0.45
31801,-163.14,-0.45,0.45
31832,-163.17,-0.45,0.45
31863,-163.17,0.5,0.45
31894,-163.17,0.5,0.45
31926,-165.46,0.5,0.47
31958,-167.53,0.5,0.47
31990,-166.74,0.5,0.47
32022,-164.9,0.5,0.46
32053,-164.96,0.5,0.46
32084,-166.67,0.5,0.47
32115,-166.87,0.5,0.47
32146,-165.39,0.5,0.47
32179,-164.89,0.5,0.46
32211,-165.85,0.5,0.47
32242,-166.55,0.5,0.47
32274,-165.72,0.5,0.47
32305,-165.15,0.5,0.47
32336,-165.64,0.5,0.47
32367,-166.27,0.5,0.47
32398,-165.88,0.5,0.47
32431,-165.33,0.5,0.47
32463,-165.43,0.5,0.47
32494,-165.85,0.5,0.47
32525,-166,0.5,0.47
32556,-165.73,0.5,0.47
32588,-165.49,0.5,0.47
32620,-165.63,0.5,0.47
32651,-165.8,0.5,0.47
32683,-165.78,0.5,0.47
32715,-165.66,0.5,0.47
32746,-165.61,0.5,0.47
32777,-165.69,0.5,0.47
32808,-165.77,0.5,0.47
32839,-165.73,0.5,0.47
32872,-165.65,0.5,0.47
32903,-165.66,0.5,0.47
32935,-165.72,0.5,0.47
32966,-165.74,0.5,0.47
32997,-165.68,0.5,0.47
33028,-165.68,0.5,0.47
33060,-165.74,0.5,0.47
33091,-165.73,0.5,0.47
33124,-165.68,0.5,0.47
33156,-165.7,0.5,0.47
33187,-165.73,0.5,0.47
33218,-165.73,-0.5,0.47
33249,-165.56,-0.5,0.47
33281,-162.99,-0.5,0.45
33313,-161.95,-0.5,0.45
33344,-163.23,-0.5,0.45
33376,-164.62,-0.5,0.45
33407,-164,-0.5,0.45
33438,-162.56,-0.5,0.45
33469,-162.9,-0.5,0.45
33501,-164.17,-0.5,0.45
33533,-164.27,-0.5,0.45
33565,-163.42,-0.5,0.45
33597,-162.87,-0.5,0.45
33628,-163.56,-0.5,0.45
33659,-164.06,-0.5,0.45
33690,-163.71,-0.5,0.45
33722,-163.07,-0.5,0.45
33753,-163.28,-0.5,0.45
33785,-163.77,-0.5,0.45
33817,-163.74,-0.5,0.45
33848,-163.28,-0.5,0.45
33880,-163.33,-0.5,0.45
33911,-163.61,-0.5,0.45
33942,-163.68,-0.5,0.45
33974,-163.39,-0.5,0.45
34005,-163.3,-0.5,0.45
34038,-163.54,-0.5,0.45
34069,-163.58,-0.5,0.45
34100,-163.4,-0.5,0.45
34143,-163.44,-0.5,0.45
34175,-163.56,-0.5,0.45
34206,-163.54,-0.5,0.45
34239,-163.42,-0.5,0.45
34270,-163.48,-0.5,0.45
34301,-163.53,-0.5,0.45
34332,-163.48,-0.5,0.45
34364,-163.46,-0.5,0.45
34395,-163.48,-0.5,0.45
34427,-163.48,-0.5,0.45
34459,-163.48,-0.5,0.45
34490,-163.48,-0.5,0.45
34521,-163.48,-0.5,0.45
34552,-163.48,-0.5,0.45
34584,-163.48,-0.5,0.45
34616,-163.48,-0.5,0.45
34649,-163.49,-0.5,0.45
34680,-163.48,0.55,0.45
34711,-163.6,0.55,0.45
34743,-166.42,0.55,0.47
34774,-168.22,0.55,0.47
34805,-166.97,0.55,0.47
34837,-165.04,0.55,0.47
34870,-165.03,0.55,0.46
34901,-166.87,0.55,0.47
34932,-167.22,0.55,0.47
34963,-165.58,0.55,0.47
34994,-165.32,0.55,0.46
35026,-166.44,0.55,0.47
35058,-167.01,0.55,0.47
35090,-166.45,0.55,0.47
35122,-165.64,0.55,0.47
35153,-166.1,0.55,0.47
35184,-166.81,0.55,0.47
35215,-166.54,0.55,0.47
35246,-165.88,0.55,0.47
35278,-165.91,0.55,0.47
35310,-166.36,0.55,0.47
35342,-166.56,0.55,0.47
35373,-166.26,0.55,0.47
35404,-165.99,-0.55,0.47
35435,-166.15,-0.55,0.47
35467,-164.12,-0.55,0.45
35498,-162.51,-0.55,0.44
35531,-163.44,-0.55,0.45
35563,-164.97,-0.55,0.45
35594,-164.82,-0.55,0.45
35625,-163.35,-0.55,0.45
35656,-163.24,-0.55,0.45
35688,-164.54,-0.55,0.45
35720,-164.91,-0.55,0.45
35751,-164.14,-0.55,0.45
35783,-163.45,-0.55,0.45
35814,-164,-0.55,0.45
35845,-164.59,-0.55,0.45
35877,-164.34,-0.55,0.45
35908,-163.67,-0.55,0.45
35940,-163.74,-0.55,0.45
35973,-164.29,-0.55,0.45
36004,-164.35,-0.55,0.45
36035,-163.84,-0.55,0.45
36066,-163.82,-0.55,0.45
36097,-164.11,-0.55,0.45
36129,-164.2,-0.55,0.45
36160,-163.97,-0.55,0.45
36192,-163.94,-0.55,0.45
36224,-164.16,-0.55,0.45
36256,-164.17,-0.55,0.45
36287,-163.93,-0.55,0.45
36318,-164,-0.55,0.45
36349,-164.12,-0.55,0.45
36381,-164.08,-0.55,0.45
36412,-163.98,-0.55,0.45
36444,-163.99,-0.55,0.45
36476,-164.08,-0.55,0.45
36507,-164.03,-0.55,0.45
36538,-163.97,-0.55,0.45
36569,-164.01,-0.55,0.45
36600,-164.04,-0.55,0.45
36644,-163.99,-0.55,0.45
36676,-164,-0.55,0.45
36707,-164.03,-0.55,0.45
36738,-164,-0.55,0.45
36769,-164,-0.55,0.45
36800,-163.99,-0.55,0.45
36836,-163.99,-0.55,0.45
36867,-163.99,-0.55,0.45
36898,-163.99,-0.55,0.45
36929,-163.98,-0.55,0.45
36961,-163.98,-0.55,0.45
36993,-163.98,-0.55,0.45
37025,-163.96,-0.55,0.45
37057,-163.97,-0.55,0.45
37088,-163.97,-0.55,0.45
37119,-163.97,-0.55,0.45
37151,-163.97,-0.55,0.45
37183,-163.97,-0.55,0.45
37215,-163.97,-0.55,0.45
37248,-163.96,-0.55,0.45
37279,-163.95,0.6,0.45
37310,-164.2,0.6,0.45
37341,-167.47,0.6,0.47
37373,-169.26,0.6,0.47
37404,-167.83,0.6,0.47
37436,-165.72,0.6,0.47
37468,-165.81,0.6,0.47
37499,-168.37,0.6,0.47
37530,-168.12,0.6,0.47
37561,-166.33,0.6,0.47
37593,-166.08,0.6,0.47
37626,-167.27,0.6,0.47
37657,-167.91,0.6,0.47
37689,-167.31,0.6,0.47
37720,-166.28,0.6,0.47
37751,-166.9,0.6,0.47
37782,-167.68,0.6,0.47
37813,-167.41,0.6,0.47
37846,-166.72,0.6,0.47
37878,-166.65,0.6,0.47
37909,-167.14,0.6,0.47
37940,-167.4,0.6,0.47
37972,-167.1,0.6,0.47
38003,-166.76,0.6,0.47
38034,-166.96,0.6,0.47
38065,-167.19,0.6,0.47
38098,-167.12,0.6,0.47
38130,-166.93,0.6,0.47
38161,-166.88,0.6,0.47
38192,-167.1,0.6,0.47
38223,-167.12,0.6,0.47
38254,-166.97,-0.6,0.47
38287,-166.89,-0.6,0.47
38318,-164.39,-0.6,0.45
38351,-162.72,-0.6,0.44
38382,-164.51,-0.6,0.45
38413,-165.84,-0.6,0.45
38444,-165.21,-0.6,0.45
38475,-163.51,-0.6,0.45
38506,-163.59,-0.6,0.44
38539,-165.1,-0.6,0.45
38570,-165.37,-0.6,0.45
38602,-164.38,-0.6,0.45
38633,-163.74,-0.6,0.45
38664,-164.49,-0.6,0.45
38695,-165.11,-0.6,0.45
38727,-164.71,-0.6,0.45
38759,-163.92,-0.6,0.45
38791,-164.12,-0.6,0.45
38823,-164.75,-0.6,0.45
38854,-164.68,-0.6,0.45
38885,-164.18,-0.6,0.45
38916,-164.16,-0.6,0.45
38948,-164.56,-0.6,0.45
38981,-164.7,-0.6,0.45
39012,-164.35,-0.6,0.45
39043,-164.16,-0.6,0.45
39074,-164.54,-0.6,0.45
39105,-164.59,-0.6,0.45
39136,-164.34,-0.6,0.45
39168,-164.27,-0.6,0.45
39200,-164.44,-0.6,0.45
39243,-164.52,-0.6,0.45
39275,-164.33,-0.6,0.45
39306,-164.36,-0.6,0.45
39337,-164.51,-0.6,0.45
39368,-164.46,-0.6,0.45
39400,-164.36,-0.6,0.45
39435,-164.43,-0.6,0.45
39466,-164.46,-0.6,0.45
39497,-164.41,-0.6,0.45
39528,-164.39,-0.6,0.45
39560,-164.42,-0.6,0.45
39592,-164.44,-0.6,0.45
39623,-164.41,-0.6,0.45
39655,-164.41,-0.6,0.45
39686,-164.45,-0.6,0.45
39717,-164.43,-0.6,0.45
39748,-164.41,-0.6,0.45
39780,-164.43,-0.6,0.45
39811,-164.43,-0.6,0.45
39844,-164.43,-0.6,0.45
39875,-164.4,-0.6,0.45
39907,-164.43,-0.6,0.45
39938,-164.43,-0.6,0.45
39969,-164.41,-0.6,0.45
40001,-164.42,0.65,0.45
40033,-164.6,0.65,0.45
40064,-168.05,0.65,0.47
40096,-170.17,0.65,0.47
40127,-167.86,0.65,0.47
40158,-165.97,0.65,0.47
40189,-166.92,0.65,0.47
40221,-169.12,0.65,0.47
40253,-169.05,0.65,0.47
40285,-167.09,0.65,0.47
40317,-166.61,0.65,0.47
40348,-168.26,0.65,0.47
40379,-168.61,0.65,0.47
40410,-167.79,0.65,0.47
40442,-166.95,0.65,0.47
40473,-167.46,0.65,0.47
40506,-168.35,0.65,0.47
40537,-168.22,0.65,0.47
40569,-167.33,0.65,0.47
40600,-167.42,0.65,0.47
40643,-168,0.65,0.47
40675,-168.01,0.65,0.47
40708,-167.66,0.65,0.47
40739,-167.51,0.65,0.47
40770,-167.83,0.65,0.47
40801,-167.87,0.65,0.47
40832,-167.67,0.65,0.47
40863,-167.57,0.65,0.47
40895,-167.67,0.65,0.47
40927,-167.78,0.65,0.47
40959,-167.72,0.65,0.47
40990,-167.6,0.65,0.47
41021,-167.72,0.65,0.47
41052,-167.77,0.65,0.47
41084,-167.67,0.65,0.47
41115,-167.65,0.65,0.47
41148,-167.71,0.65,0.47
41179,-167.73,0.65,0.47
41211,-167.68,0.65,0.47
41242,-167.66,0.65,0.47
41273,-167.7,0.65,0.47
41305,-167.72,-0.65,0.47
41337,-167.64,-0.65,0.47
41368,-164.75,-0.65,0.44
41400,-162.92,-0.65,0.44
41442,-165.73,-0.65,0.45
41474,-166.42,-0.65,0.45
41506,-164.95,-0.65,0.45
41539,-163.51,-0.65,0.44
41570,-164.68,-0.65,0.45
41601,-166.09,-0.65,0.45
41632,-165.1,-0.65,0.45
41663,-164.12,-0.65,0.44
41695,-164.46,-0.65,0.44
41726,-165.37,-0.65,0.45
41758,-165.56,-0.65,0.45
41791,-164.74,-0.65,0.45
41822,-164.42,-0.65,0.44
41853,-165.18,-0.65,0.45
41884,-165.33,-0.65,0.45
41915,-164.84,-0.65,0.45
41947,-164.5,-0.65,0.45
41979,-164.8,-0.65,0.45
42011,-165.19,-0.65,0.45
42042,-164.86,-0.65,0.45
42073,-164.56,-0.65,0.45
42104,-164.85,-0.65,0.45
42136,-165.13,-0.65,0.45
42167,-164.92,-0.65,0.45
42199,-164.68,-0.65,0.45
42230,-164.8,-0.65,0.45
42262,-165.01,-0.65,0.45
42293,-164.91,-0.65,0.45
42325,-164.73,-0.65,0.45
42356,-164.83,-0.65,0.45
42388,-164.98,-0.65,0.45
42419,-164.9,-0.65,0.45
42451,-164.8,-0.65,0.45
42483,-164.85,-0.65,0.45
42514,-164.91,-0.65,0.45
42545,-164.89,-0.65,0.45
42576,-164.87,-0.65,0.45
42608,-164.89,-0.65,0.45
42640,-164.9,-0.65,0.45
42672,-164.85,-0.65,0.45
42704,-164.85,-0.65,0.45
42735,-164.89,-0.65,0.45
42766,-164.88,-0.65,0.45
42797,-164.85,-0.65,0.45
42829,-164.86,-0.65,0.45
42862,-164.89,-0.65,0.45
42894,-164.89,-0.65,0.45
42925,-164.84,-0.65,0.45
42956,-164.89,0.7,0.45
42987,-164.93,0.7,0.45
43018,-168.09,0.7,0.47
43051,-170.78,0.7,0.47
43082,-169.75,0.7,0.47
43114,-167.21,0.7,0.47
43145,-167.16,0.7,0.47
43177,-169.5,0.7,0.47
43208,-169.91,0.7,0.47
43239,-168.02,0.7,0.47
43270,-167.11,0.7,0.47
43303,-168.24,0.7,0.47
43334,-169.26,0.7,0.47
43366,-168.98,0.7,0.47
43397,-167.62,0.7,0.47
43428,-167.87,0.7,0.47
43459,-168.86,0.7,0.47
43491,-168.98,0.7,0.47
43523,-168.28,0.7,0.47
43555,-167.86,0.7,0.47
43586,-168.23,0.7,0.47
43618,-168.74,0.7,0.47
43649,-168.57,0.7,0.47
43680,-168.15,0.7,0.47
43712,-168.14,0.7,0.47
43745,-168.41,0.7,0.47
43776,-168.45,0.7,0.47
43807,-168.3,0.7,0.47
43838,-168.26,0.7,0.47
43869,-168.39,0.7,0.47
43900,-168.44,0.7,0.47
43944,-168.27,0.7,0.47
43975,-168.3,0.7,0.47
44007,-168.39,0.7,0.47
44038,-168.34,0.7,0.47
44070,-168.31,0.7,0.47
44101,-168.33,0.7,0.47
44133,-168.36,0.7,0.47
44165,-168.36,0.7,0.47
44197,-168.34,0.7,0.47
44229,-168.34,0.7,0.47
44260,-168.35,0.7,0.47
44291,-168.34,0.7,0.47
44322,-168.33,0.7,0.47
44354,-168.33,0.7,0.47
44387,-168.33,-0.7,0.47
44419,-168.3,-0.7,0.47
44450,-164.15,-0.7,0.44
44481,-163.36,-0.7,0.44
44512,-165.43,-0.7,0.44
44545,-166.98,-0.7,0.45
44576,-166.08,-0.7,0.45
44608,-164.07,-0.7,0.44
44640,-164.34,-0.7,0.44
44671,-166.55,-0.7,0.45
44702,-165.97,-0.7,0.45
44733,-164.63,-0.7,0.44
44765,-164.6,-0.7,0.44
44798,-165.54,-0.7,0.45
44829,-166.04,-0.7,0.45
44860,-165.07,-0.7,0.45
44891,-164.66,-0.7,0.44
44922,-165.41,-0.7,0.44
44953,-165.82,-0.7,0.45
44985,-165.38,-0.7,0.45
45017,-164.88,-0.7,0.44
45049,-165.08,-0.7,0.44
45081,-165.55,-0.7,0.45
45112,-165.39,-0.7,0.45
45143,-164.95,-0.7,0.44
45174,-165.15,-0.7,0.44
45206,-165.51,-0.7,0.45
45237,-165.4,-0.7,0.45
45270,-165.08,-0.7,0.44
45301,-165.14,-0.7,0.44
45332,-165.42,-0.7,0.45
45363,-165.34,-0.7,0.45
45395,-165.11,-0.7,0.44
45426,-165.18,-0.7,0.44
45459,-165.39,-0.7,0.45
45490,-165.33,-0.7,0.45
45522,-165.17,-0.7,0.44
45553,-165.28,-0.7,0.44
45584,-165.33,-0.7,0.45
45615,-165.26,-0.7,0.44
45647,-165.19,-0.7,0.44
45679,-165.26,-0.7,0.44
45711,-165.33,-0.7,0.45
45742,-165.26,-0.7,0.44
45773,-165.22,-0.7,0.44
45804,-165.3,-0.7,0.44
45836,-165.31,-0.7,0.44
45867,-165.26,-0.7,0.44
45900,-165.26,-0.7,0.44
45943,-165.31,0.75,0.44
45974,-165.48,0.75,0.44
46005,-169.25,0.75,0.47
46036,-171.58,0.75,0.48
46068,-170.01,0.75,0.47
46101,-167.39,0.75,0.47
46132,-167.24,0.75,0.47
46164,-169.66,0.75,0.47
46195,-170.41,0.75,0.47
46226,-168.3,0.75,0.47
46257,-167.63,0.75,0.47
46288,-168.9,0.75,0.47
46320,-169.91,0.75,0.47
46353,-169.51,0.75,0.47
46384,-168.33,0.75,0.47
46415,-168.43,0.75,0.47
46446,-169.49,0.75,0.47
46477,-169.57,0.75,0.47
46509,-168.8,0.75,0.47
46541,-168.33,0.75,0.47
46573,-168.73,0.75,0.47
46605,-169.27,0.75,0.47
46636,-169.18,0.75,0.47
46667,-168.67,0.75,0.47
46698,-168.6,0.75,0.47
46729,-168.94,-0.75,0.47
46762,-169.05,-0.75,0.47
46793,-165.94,-0.75,0.44
46825,-163.22,-0.75,0.44
46856,-165.56,-0.75,0.44
46887,-167.55,-0.75,0.45
46919,-166.64,-0.75,0.45
46950,-164.28,-0.75,0.44
46982,-164.44,-0.75,0.44
47014,-166.64,-0.75,0.45
47046,-166.93,-0.75,0.45
47077,-164.87,-0.75,0.44
47108,-164.81,-0.75,0.44
47139,-165.93,-0.75,0.44
47171,-166.53,-0.75,0.45
47203,-165.77,-0.75,0.44
47234,-164.84,-0.75,0.44
47267,-165.4,-0.75,0.44
47298,-166.29,-0.75,0.45
47329,-165.78,-0.75,0.44
47360,-165.15,-0.75,0.44
47391,-165.41,-0.75,0.44
47423,-165.95,-0.75,0.44
47456,-165.94,-0.75,0.44
47487,-165.38,-0.75,0.44
47518,-165.49,-0.75,0.44
47549,-165.95,-0.75,0.44
47580,-165.81,-0.75,0.44
47612,-165.39,-0.75,0.44
47643,-165.46,-0.75,0.44
47676,-165.79,-0.75,0.44
47708,-165.76,-0.75,0.44
47739,-165.43,-0.75,0.44
47770,-165.58,-0.75,0.44
47801,-165.81,-0.75,0.44
47832,-165.6,-0.75,0.44
47865,-165.4,-0.75,0.44
47896,-165.57,-0.75,0.44
47928,-165.73,-0.75,0.44
47959,-165.58,-0.75,0.44
47991,-165.46,-0.75,0.44
48022,-165.58,-0.75,0.44
48053,-165.72,-0.75,0.44
48084,-165.6,-0.75,0.44
48117,-165.48,-0.75,0.44
48148,-165.59,-0.75,0.44
48180,-165.67,-0.75,0.44
48211,-165.57,-0.75,0.44
48242,-165.53,-0.75,0.44
48273,-165.6,-0.75,0.44
48305,-165.65,-0.75,0.44
48336,-165.57,-0.75,0.44
48368,-165.53,-0.75,0.44
48400,-165.61,-0.75,0.44
48442,-165.57,-0.75,0.44
48473,-165.55,-0.75,0.44
48504,-165.59,-0.75,0.44
48535,-165.6,-0.75,0.44
48568,-165.57,0.8,0.44
48599,-165.61,0.8,0.44
48631,-169.2,0.8,0.47
48662,-172.04,0.8,0.48
48693,-169.76,0.8,0.47
48725,-167.36,0.8,0.47
48757,-168.04,0.8,0.47
48788,-170.62,0.8,0.47
48821,-171.03,0.8,0.48
48852,-168.28,0.8,0.47
48883,-168.17,0.8,0.47
48914,-169.63,0.8,0.47
48945,-170.41,0.8,0.47
48978,-169.66,0.8,0.47
49010,-168.5,0.8,0.47
49041,-168.72,0.8,0.47
49073,-170.07,0.8,0.47
49104,-169.82,0.8,0.47
49135,-168.98,0.8,0.47
49166,-168.8,0.8,0.47
49197,-169.37,0.8,0.47
49230,-169.8,0.8,0.47
49262,-169.62,0.8,0.47
49293,-168.97,0.8,0.47
49324,-169.16,0.8,0.47
49355,-169.51,0.8,0.47
49387,-169.54,0.8,0.47
49419,-169.31,0.8,0.47
49450,-169.11,0.8,0.47
49482,-169.26,0.8,0.47
49514,-169.49,0.8,0.47
49545,-169.35,0.8,0.47
49576,-169.21,0.8,0.47
49607,-169.27,0.8,0.47
49638,-169.38,0.8,0.47
49671,-169.36,0.8,0.47
49702,-169.27,0.8,0.47
49734,-169.26,0.8,0.47
49765,-169.4,-0.8,0.47
49796,-169.23,-0.8,0.47
49827,-165.3,-0.8,0.44
49859,-163.3,-0.8,0.44
49890,-165.28,-0.8,0.44
49923,-167.59,-0.8,0.45
49954,-167.15,-0.8,0.45
49985,-164.18,-0.8,0.44
50017,-164.9,-0.8,0.44
50048,-167.1,-0.8,0.45
50079,-166.92,-0.8,0.45
50112,-165.24,-0.8,0.44
50143,-164.91,-0.8,0.44
50175,-165.94,-0.8,0.44
50206,-166.66,-0.8,0.45
50237,-165.77,-0.8,0.44
50268,-165.05,-0.8,0.44
50299,-165.82,-0.8,0.44
50332,-166.53,-0.8,0.45
50364,-166.12,-0.8,0.44
50395,-165.4,-0.8,0.44
50427,-165.7,-0.8,0.44
50458,-166.23,-0.8,0.44
50489,-166.12,-0.8,0.44
50520,-165.52,-0.8,0.44
50551,-165.56,-0.8,0.44
50584,-166.08,-0.8,0.44
50616,-166.09,-0.8,0.44
50647,-165.7,-0.8,0.44
50678,-165.66,-0.8,0.44
50709,-165.96,-0.8,0.44
50741,-165.99,-0.8,0.44
50773,-165.7,-0.8,0.44
50804,-165.65,-0.8,0.44
50836,-165.94,-0.8,0.44
50868,-165.89,-0.8,0.44
50899,-165.68,-0.8,0.44
50930,-165.74,-0.8,0.44
50961,-165.9,-0.8,0.44
50992,-165.9,-0.8,0.44
51025,-165.74,-0.8,0.44
51056,-165.74,-0.8,0.44
51088,-165.91,-0.8,0.44
51119,-165.83,-0.8,0.44
51150,-165.72,-0.8,0.44
51181,-165.82,-0.8,0.44
51214,-165.88,-0.8,0.44
51245,-165.83,-0.8,0.44
51277,-165.79,-0.8,0.44
51309,-165.81,-0.8,0.44
51340,-165.88,-0.8,0.44
51371,-165.8,-0.8,0.44
51402,-165.78,-0.8,0.44
51435,-165.86,-0.8,0.44
51467,-165.86,0.85,0.44
51498,-165.79,0.85,0.44
51530,-169.07,0.85,0.47
51561,-172.73,0.85,0.48
51592,-170.36,0.85,0.47
51623,-168.06,0.85,0.47
51654,-168.87,0.85,0.47
51686,-171.46,0.85,0.47
51719,-171.72,0.85,0.48
51750,-169.57,0.85,0.47
51781,-169,0.85,0.47
51812,-170.44,0.85,0.47
51843,-171.16,0.85,0.47
51875,-170.42,0.85,0.47
51907,-169.27,0.85,0.47
51939,-169.51,0.85,0.47
51971,-170.61,0.85,0.47
52002,-170.57,0.85,0.47
52033,-169.77,0.85,0.47
52064,-169.59,0.85,0.47
52095,-170.1,0.85,0.47
52127,-170.53,0.85,0.47
52159,-170.39,0.85,0.47
52191,-169.86,0.85,0.47
52222,-169.92,0.85,0.47
52253,-170.23,0.85,0.47
52284,-170.24,0.85,0.47
52316,-170.05,0.85,0.47
52347,-169.87,0.85,0.47
52380,-170.02,0.85,0.47
52412,-170.23,0.85,0.47
52443,-170.1,0.85,0.47
52474,-169.94,0.85,0.47
52505,-170.02,0.85,0.47
52537,-170.11,0.85,0.47
52570,-170.11,0.85,0.47
52601,-170.03,-0.85,0.47
52633,-169.97,-0.85,0.47
52664,-165.26,-0.85,0.44
52695,-163.8,-0.85,0.44
52726,-166.06,-0.85,0.44
52757,-168.24,-0.85,0.45
52790,-167.42,-0.85,0.45
52822,-164.94,-0.85,0.44
52853,-164.94,-0.85,0.44
52884,-167.65,-0.85,0.44
52915,-167.14,-0.85,0.45
52947,-165.56,-0.85,0.44
52979,-165.48,-0.85,0.44
53010,-166.56,-0.85,0.44
53042,-167.19,-0.85,0.44
53074,-166.46,-0.85,0.44
53105,-165.57,-0.85,0.44
53136,-166.46,-0.85,0.44
53167,-166.97,-0.85,0.44
53198,-166.47,-0.85,0.44
53231,-165.87,-0.85,0.44
53262,-166.08,-0.85,0.44
53294,-166.64,-0.85,0.44
53326,-166.51,-0.85,0.44
53357,-165.97,-0.85,0.44
53388,-166.12,-0.85,0.44
53420,-166.59,-0.85,0.44
53451,-166.54,-0.85,0.44
53483,-166.17,-0.85,0.44
53515,-166.1,-0.85,0.44
53546,-166.48,-0.85,0.44
53577,-166.48,-0.85,0.44
53608,-166.17,-0.85,0.44
53640,-166.16,-0.85,0.44
53673,-166.44,-0.85,0.44
53704,-166.44,-0.85,0.44
53736,-166.21,-0.85,0.44
53767,-166.24,-0.85,0.44
53798,-166.41,-0.85,0.44
53829,-166.35,-0.85,0.44
53860,-166.17,-0.85,0.44
53892,-166.23,-0.85,0.44
53925,-166.39,-0.85,0.44
53956,-166.28,-0.85,0.44
53987,-166.14,-0.85,0.44
54018,-166.23,-0.85,0.44
54049,-166.27,-0.85,0.44
54081,-166.17,-0.85,0.44
54113,-166.1,-0.85,0.44
54145,-166.18,-0.85,0.44
54177,-166.22,0.9,0.44
54208,-166.23,0.9,0.44
54239,-170.28,0.9,0.47
54270,-172.72,0.9,0.48
54302,-170.92,0.9,0.48
54334,-168.2,0.9,0.47
54365,-168.11,0.9,0.47
54398,-170.63,0.9,0.47
54429,-171.42,0.9,0.48
54460,-169.21,0.9,0.47
54491,-168.51,0.9,0.47
54523,-169.82,0.9,0.47
54554,-170.89,0.9,0.48
54587,-170.51,0.9,0.47
54618,-169.31,0.9,0.47
54649,-169.36,0.9,0.47
54681,-170.42,0.9,0.47
54712,-170.54,0.9,0.47
54744,-169.78,0.9,0.47
54776,-169.34,0.9,0.47
54807,-169.71,0.9,0.47
54839,-170.23,0.9,0.47
54870,-170.15,0.9,0.47
54901,-169.62,0.9,0.47
54932,-169.6,0.9,0.47
54963,-169.99,0.9,0.47
54996,-170.13,0.9,0.47
55028,-169.95,0.9,0.47
55060,-169.68,0.9,0.47
55091,-169.79,0.9,0.47
55122,-169.97,0.9,0.47
55153,-169.89,0.9,0.47
55184,-169.68,0.9,0.47
55215,-169.66,0.9,0.47
55247,-169.79,0.9,0.47
55280,-169.79,0.9,0.47
55311,-169.68,0.9,0.47
55342,-169.69,0.9,0.47
55373,-169.74,0.9,0.47
55404,-169.7,0.9,0.47
55437,-169.63,0.9,0.47
55468,-169.64,0.9,0.47
55500,-169.68,0.9,0.47
55542,-169.62,0.9,0.47
55573,-169.61,0.9,0.47
55604,-169.63,0.9,0.47
55636,-169.63,0.9,0.47
55668,-169.59,-0.9,0.47
55701,-169.51,-0.9,0.47
55732,-165.63,-0.9,0.44
55763,-163.54,-0.9,0.44
55794,-166.13,-0.9,0.44
55825,-168.08,-0.9,0.44
55857,-166.78,-0.9,0.44
55889,-164.35,-0.9,0.44
55920,-164.79,-0.9,0.44
55952,-167.12,-0.9,0.44
55983,-166.72,-0.9,0.44
56015,-165.12,-0.9,0.44
56046,-165.19,-0.9,0.44
56078,-166.37,-0.9,0.44
56109,-166.95,-0.9,0.44
56141,-166.06,-0.9,0.44
56173,-165.19,-0.9,0.44
56204,-166.18,-0.9,0.44
56235,-166.67,-0.9,0.44
